Date,Close,Volume
2022-05-11 00:00:00-04:00,140.5797576904297,5630000
2022-05-12 00:00:00-04:00,142.73526000976562,6914800
2022-05-13 00:00:00-04:00,142.0044403076172,6398500
2022-05-16 00:00:00-04:00,143.82687377929688,6565600
2022-05-17 00:00:00-04:00,143.18856811523438,6032200
2022-05-18 00:00:00-04:00,141.01455688476562,6498100
2022-05-19 00:00:00-04:00,140.3577117919922,5994800
2022-05-20 00:00:00-04:00,139.70089721679688,6746400
2022-05-23 00:00:00-04:00,136.94406127929688,6886400
2022-05-24 00:00:00-04:00,137.9431915283203,6367200
2022-05-25 00:00:00-04:00,140.5797576904297,5042600
2022-05-26 00:00:00-04:00,139.29385375976562,6659300
2022-05-27 00:00:00-04:00,138.76654052734375,8405000
2022-05-31 00:00:00-04:00,136.33348083496094,11227800
2022-06-01 00:00:00-04:00,135.08457946777344,5597900
2022-06-02 00:00:00-04:00,135.7599334716797,5998900
2022-06-03 00:00:00-04:00,136.1484832763672,4891800
2022-06-06 00:00:00-04:00,135.55642700195312,3912400
2022-06-07 00:00:00-04:00,137.97096252441406,4991200
2022-06-08 00:00:00-04:00,138.07273864746094,4835200
2022-06-09 00:00:00-04:00,134.5387725830078,5642900
2022-06-10 00:00:00-04:00,132.47576904296875,5464700
2022-06-13 00:00:00-04:00,128.97886657714844,5997000
2022-06-14 00:00:00-04:00,127.31368255615234,5861800
2022-06-15 00:00:00-04:00,127.74848175048828,5981800
2022-06-16 00:00:00-04:00,128.72911071777344,6963400
2022-06-17 00:00:00-04:00,127.92424011230469,10429900
2022-06-21 00:00:00-04:00,132.7255859375,7160500
2022-06-22 00:00:00-04:00,136.50926208496094,7995700
2022-06-23 00:00:00-04:00,138.25772094726562,7795000
2022-06-24 00:00:00-04:00,140.93130493164062,8527600
2022-06-27 00:00:00-04:00,141.67137145996094,5377300
2022-06-28 00:00:00-04:00,141.07008361816406,5735700
2022-06-29 00:00:00-04:00,142.59649658203125,6140900
2022-06-30 00:00:00-04:00,141.68988037109375,7289500
2022-07-01 00:00:00-04:00,142.2819366455078,4620000
2022-07-05 00:00:00-04:00,142.40220642089844,5478800
2022-07-06 00:00:00-04:00,141.10708618164062,5113600
2022-07-07 00:00:00-04:00,140.61676025390625,6516100
2022-07-08 00:00:00-04:00,141.40310668945312,4078400
2022-07-11 00:00:00-04:00,141.75465393066406,4491000
2022-07-12 00:00:00-04:00,141.04229736328125,5319500
2022-07-13 00:00:00-04:00,140.75552368164062,5221200
2022-07-14 00:00:00-04:00,140.47540283203125,7576900
2022-07-15 00:00:00-04:00,143.44473266601562,4873000
2022-07-18 00:00:00-04:00,139.66302490234375,6838400
2022-07-19 00:00:00-04:00,139.82176208496094,5647100
2022-07-20 00:00:00-04:00,137.90756225585938,5315700
2022-07-21 00:00:00-04:00,137.9635772705078,4066800
2022-07-22 00:00:00-04:00,138.63589477539062,3639700
2022-07-25 00:00:00-04:00,140.26995849609375,4347000
2022-07-26 00:00:00-04:00,140.8769073486328,4900600
2022-07-27 00:00:00-04:00,141.13836669921875,4145800
2022-07-28 00:00:00-04:00,139.83108520507812,6572300
2022-07-29 00:00:00-04:00,134.00439453125,17754700
2022-08-01 00:00:00-04:00,130.9323272705078,8523900
2022-08-02 00:00:00-04:00,131.091064453125,5197100
2022-08-03 00:00:00-04:00,131.84739685058594,5474200
2022-08-04 00:00:00-04:00,129.71844482421875,7071700
2022-08-05 00:00:00-04:00,128.896728515625,5371100
2022-08-08 00:00:00-04:00,131.0443878173828,4854600
2022-08-09 00:00:00-04:00,130.96034240722656,3819700
2022-08-10 00:00:00-04:00,131.60462951660156,4075300
2022-08-11 00:00:00-04:00,132.66912841796875,5972800
2022-08-12 00:00:00-04:00,133.15467834472656,5208700
2022-08-15 00:00:00-04:00,132.86521911621094,4513200
2022-08-16 00:00:00-04:00,133.1079864501953,3852300
2022-08-17 00:00:00-04:00,132.071533203125,3605200
2022-08-18 00:00:00-04:00,131.93145751953125,3525200
2022-08-19 00:00:00-04:00,132.45437622070312,4530700
2022-08-22 00:00:00-04:00,131.0443878173828,4023500
2022-08-23 00:00:00-04:00,129.8118133544922,3768100
2022-08-24 00:00:00-04:00,128.7753448486328,5018900
2022-08-25 00:00:00-04:00,130.10128784179688,3301200
2022-08-26 00:00:00-04:00,127.31864929199219,3838800
2022-08-29 00:00:00-04:00,126.7210464477539,3835800
2022-08-30 00:00:00-04:00,126.57164764404297,4337100
2022-08-31 00:00:00-04:00,125.55387878417969,5789600
2022-09-01 00:00:00-04:00,129.27955627441406,4521000
2022-09-02 00:00:00-04:00,127.25330352783203,3601600
2022-09-06 00:00:00-04:00,128.4765167236328,4810600
2022-09-07 00:00:00-04:00,129.5223846435547,4141700
2022-09-08 00:00:00-04:00,131.21243286132812,3988300
2022-09-09 00:00:00-04:00,132.05284118652344,4427000
2022-09-12 00:00:00-04:00,132.81854248046875,4938400
2022-09-13 00:00:00-04:00,129.3542938232422,6195900
2022-09-14 00:00:00-04:00,130.3066864013672,4673600
2022-09-15 00:00:00-04:00,133.07064819335938,6416900
2022-09-16 00:00:00-04:00,134.5179901123047,13887500
2022-09-19 00:00:00-04:00,133.21072387695312,5042500
2022-09-20 00:00:00-04:00,132.37969970703125,4532900
2022-09-21 00:00:00-04:00,131.016357421875,5076100
2022-09-22 00:00:00-04:00,133.5375518798828,6161000
2022-09-23 00:00:00-04:00,133.584228515625,5751600
2022-09-26 00:00:00-04:00,131.85675048828125,5697800
2022-09-27 00:00:00-04:00,132.33297729492188,5598000
2022-09-28 00:00:00-04:00,135.02223205566406,5226700
2022-09-29 00:00:00-04:00,133.26675415039062,5509400
2022-09-30 00:00:00-04:00,125.3204116821289,15359000
2022-10-03 00:00:00-04:00,129.15818786621094,7437500
2022-10-04 00:00:00-04:00,132.58511352539062,6612300
2022-10-05 00:00:00-04:00,133.8363494873047,4777900
2022-10-06 00:00:00-04:00,130.99769592285156,5124800
2022-10-07 00:00:00-04:00,129.5690155029297,4648800
2022-10-10 00:00:00-04:00,129.1488494873047,3830800
2022-10-11 00:00:00-04:00,132.13690185546875,5675100
2022-10-12 00:00:00-04:00,130.70822143554688,4528000
2022-10-13 00:00:00-04:00,134.81143188476562,5066200
2022-10-14 00:00:00-04:00,134.83030700683594,5290500
2022-10-17 00:00:00-04:00,136.2169189453125,4016200
2022-10-18 00:00:00-04:00,136.39613342285156,3540400
2022-10-19 00:00:00-04:00,135.00950622558594,3333300
2022-10-20 00:00:00-04:00,134.82086181640625,3880100
2022-10-21 00:00:00-04:00,138.71656799316406,5419400
2022-10-24 00:00:00-04:00,142.32925415039062,5139700
2022-10-25 00:00:00-04:00,141.31997680664062,5229400
2022-10-26 00:00:00-04:00,143.85733032226562,4727900
2022-10-27 00:00:00-04:00,144.7911834716797,6850400
2022-10-28 00:00:00-04:00,139.23533630371094,10812200
2022-10-31 00:00:00-04:00,138.09397888183594,8604800
2022-11-01 00:00:00-04:00,138.5750732421875,6351200
2022-11-02 00:00:00-04:00,136.32066345214844,5345000
2022-11-03 00:00:00-04:00,136.22634887695312,3850700
2022-11-04 00:00:00-04:00,137.0375213623047,4623700
2022-11-07 00:00:00-05:00,139.6975555419922,4304000
2022-11-08 00:00:00-05:00,140.10313415527344,4637500
2022-11-09 00:00:00-05:00,139.24476623535156,4573700
2022-11-10 00:00:00-05:00,141.22564697265625,5607700
2022-11-11 00:00:00-05:00,141.6406707763672,6786400
2022-11-14 00:00:00-05:00,143.1310577392578,7077100
2022-11-15 00:00:00-05:00,144.3572540283203,5909500
2022-11-16 00:00:00-05:00,143.25364685058594,7358700
2022-11-17 00:00:00-05:00,143.5272216796875,5069500
2022-11-18 00:00:00-05:00,146.1872100830078,5691100
2022-11-21 00:00:00-05:00,148.19638061523438,6492100
2022-11-22 00:00:00-05:00,150.72430419921875,5351100
2022-11-23 00:00:00-05:00,150.34701538085938,3221100
2022-11-25 00:00:00-05:00,150.56394958496094,1661900
2022-11-28 00:00:00-05:00,149.4414520263672,3902800
2022-11-29 00:00:00-05:00,149.22451782226562,3689000
2022-11-30 00:00:00-05:00,152.0354461669922,12342500
2022-12-01 00:00:00-05:00,152.45993041992188,5827800
2022-12-02 00:00:00-05:00,154.374755859375,4304900
2022-12-05 00:00:00-05:00,154.6388702392578,4859400
2022-12-06 00:00:00-05:00,154.4313507080078,5480400
2022-12-07 00:00:00-05:00,156.01600646972656,4637800
2022-12-08 00:00:00-05:00,156.5725555419922,4274400
2022-12-09 00:00:00-05:00,153.80877685546875,4644800
2022-12-12 00:00:00-05:00,155.94056701660156,4109400
2022-12-13 00:00:00-05:00,155.44064331054688,5050400
2022-12-14 00:00:00-05:00,155.50668334960938,4485400
2022-12-15 00:00:00-05:00,153.84654235839844,5268300
2022-12-16 00:00:00-05:00,151.3751678466797,18905500
2022-12-19 00:00:00-05:00,152.327880859375,4033400
2022-12-20 00:00:00-05:00,151.469482421875,4221000
2022-12-21 00:00:00-05:00,153.00701904296875,3707200
2022-12-22 00:00:00-05:00,154.0068817138672,3606000
2022-12-23 00:00:00-05:00,153.84654235839844,2685100
2022-12-27 00:00:00-05:00,153.7427978515625,2669200
2022-12-28 00:00:00-05:00,153.02587890625,2944500
2022-12-29 00:00:00-05:00,153.337158203125,3112500
2022-12-30 00:00:00-05:00,152.44105529785156,3680400
2023-01-03 00:00:00-05:00,153.16738891601562,4937500
